=~=~=~=~=~=~=~=~=~=~=~= MobaXterm log 2022.09.28 14:57:40 =~=~=~=~=~=~=~=~=~=~=~=

Password:
Login incorrect
login: root
Password:
No home directory.
Logging in with home = "/".
# slog2info -w | grep UpdateService 
Jan 01 00:00:14.922          UpdateService.2781347                           0  -----ONLINE-----
Jan 01 00:10:45.733          CMW_Cluster.479311..0           clusterlog      0  [UpdateService]UpdateModule::updateStatus : dev 0, type 0, state 2, ret 6 
Jan 01 00:10:45.734         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]UpdateProgressNotify::Notify
Jan 01 00:10:45.734         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]UpdateStatusNotify::Notify
Jan 01 00:10:45.734         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]UpdateStatusNotify::Notify vbf status 2, 
Jan 01 00:10:45.821         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::diag_request_resultroutine : id 565
Jan 01 00:10:45.821         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineCheck0235
1970-01-01-00.10.46swupdate.metainfo ; Enter :getSelectedMediaType
1970-01-01-00.10.46swupdate.metainfo ; Media type: DOIP
1970-01-01-00.10.46swupdate.manager.BootCtl.FDBus ; Enter :setReflashState
1970-01-01-00.10.46swupdate.manager.BootCtl.FDBus ; set state: 2
[DBG] write_cookie success 1200
1970-01-01-00.10.46swupdate.manager.scheduler ; update is success, due to switch normal(manifest.xml) is false,to cancel reboot
1970-01-01-00.10.46swupdate.manager.Dispatcher ; ************Config Contents***********
1970-01-01-00.10.46swupdate.manager.Dispatcher ; ************Config Contents***********
Jan 01 00:10:47.498         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:10:47.498         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:10:47.498         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
sh: inc_client: cannot execute - No such file or directory
sh: showmem: cannot execute - No such file or directory
sh: showmem: cannot execute - No such file or directory
Jan 01 00:10:52.498         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:10:52.499         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:10:52.499         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:10:57.499         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:10:57.499         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:10:57.499         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:02.499         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:02.499         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:02.499         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:07.500         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:07.500         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:07.500         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:12.499         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:12.499         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:12.499         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:17.500         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:17.500         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:17.500         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:22.500         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:22.500         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:22.500         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:27.500         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:27.500         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:27.500         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:32.501         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:32.501         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:32.501         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:37.501         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:37.501         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:37.501         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:42.501         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:42.501         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:42.501         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:47.504         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:47.504         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:47.504         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:52.502         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:52.502         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:11:52.502         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 100
Jan 01 00:11:57.502         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:11:57.502         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 100
Jan 01 00:11:57.502         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 100
[LCM]SUSD_SET_POWER_CYCLE requester is  UpdateService
Jan 01 00:12:07.505                     LCM.323644             SUSDMain      0  492, SUSD_SET_POWER_CYCLE requester is  UpdateService
Jan 01 00:12:07.505         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]+diag_ecureset
Jan 01 00:12:07.505         CMW_Cluster.479311..14           clusterlog      0  [UpdateService]BootCtrlProxy::enterNormalByDoip
Jan 01 00:12:07.505         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]-diag_ecureset
[DBG] write_cookie success 1200
[DBG] write_cookie success 1200
[DBG] write_cookie success 1200
[DBG] write_cookie success 1200
[LCM] Clean up reset counter since UpdateService Request: Recovery<->Normal--------------LCM Shutdown--------------------
Requester: UpdateService
PowerCycleType: RESET
ShutdownType: CONTROLLED_SHUTDOWN
Target SOC Mode: RTOS_NORMAL
Target SCC Mode: VIP_NORMAL
PowerCycle Reason: DOIP_PROGRAMMING
Additional Reason: SW Update

--------------LCM Shutdown--------------------
[DBG] write_cookie success 1200
[DBG] write_cookie success 1200
Jan 01 00:12:07.830                     LCM.323644             SUSDMain      0  527, [State][8:Plt_PM_Shutdown]onEnter(525):Requester: UpdateService
Jan 01 00:12:07.834         CMW_Cluster.479311..14           clusterlog      0  [UpdateService]BootCtrlProxy onBroadcast Message 0x70 received from SocUpdater 
[LCM] current log path is cycle_14
cp: Can't open source file.  (/var/log/lcm_log/slog2info.txt)
cp: Can't open source file.  (/tmp/la_gvm.txt)
[LCM] begin to extract pidin info.
[LCM] extract pidin info done.
[LCM] Bad time got:  1970-01-01_001207
[LCM]killAll(36):begin.
[LCM]killAll(38):read out all pid info.
[LCM]bad processe id got for ./cluster-app
[LCM]bad processe id got for ./cluster-hmi
[LCM]bad processe id got for ./hvac-hmi
[LCM]bad processe id got for ./hud-hmi
[LCM]killed for vehicleservice, pid 118838.
[LCM]killed for inc_server, pid 45088.
[LCM]killed for inc_tp, pid 45082.
[LCM]killed for name_server, pid 45083.
[LCM]bad processe id got for host_server
[LCM]bad processe id got for log_storage
[LCM]killed for usblauncher_otg, pid 626772.
D+I+FDBUS+45089@localhost+1970-01-01 00:12:07:787+ server hard_keys offline: sid 0, QOS 0, is last: 1.
[LCM]killed for ssr_service, pid 708696.
[LCM]killed for qseecom_daemon, pid 274471.
D+I+FDBUS+[LCM]bad processe id got for dlt-qnx-system
323644@localhost+1970-01-01 00:12:07:787+ server com.bosch.cm.vehicle offline: sid 0, QOS 0, is last: 1.
[LCM]bad processe id got for inc-dlt-adapter
[LCM]bad processe id got for dlt-qnx-system
[LCM]bad processe id got for dlt-daemon
[LCM]killed for dumper, pid 1085517.
[LCM]killed for slm, pid 172090.
D+E+FDBUS+323644@localhost+1970-01-01 00:12:07:789+ CClientSocket: com.bosch.cm.vehicle shutdown but try to request address and connect again...
[LCM]killed for diag_service, pid 45079.
[LCM]killed for videoCore, pid 90157.
D+I+FDBUS+45089@Unknown+1970-01-01 00:12:07:792+ server 45089-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
[LCM]killed for fastrpc, pid 45080.
D+I+[LCM]bad processe id got for vmm_service
FDBUS+[LCM]bad processe id got for qvm
323644@localhost+1970-01-01 00:12:07:792+ server com.bosch.cm.lcm offline: sid 8, QOS 0, is last: 0.
[LCM]killed for syslogd, pid 860258.
[LCM]killed for slogger2, pid 12292.
[LCM]killed for pps, pid 553038.
[LCM]killed for AudioSystemControllerDeamon, pid 49190.
[LCM]bad processe id got for jackd_acoustic
[LCM]bad processe id got for jackd_media
D+I+FDBUS+323644@localhost+1970-01-01 00:12:07:806+ server com.bosch.cm.inc.system_state offline: sid 0, QOS 0, is last: 1.
[LCM]killed for io-audio, pid 94250.
[LCM]killed for audio_service, pid 53288.
[LCM]bad processe id got for thermal_manager
D+E+FDBUS+323644@localhost+1970-01-01 00:12:08:814+ CClientSocket: com.bosch.cm.inc.system_state shutdown but try to request address and connect again...
[LCM]bad processe id got for smartservice
[LCM]killAll(57):Killed all process done.
D+I+FDBUS+323644@localhost+1970-01-01 00:12:08:817+ server com.bosch.cm.lcm offline: sid 2, QOS 0, is last: 0.
D+I+FDBUS+323644@Unknown+1970-01-01 00:12:08:818+ server 323644-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+81966@Unknown+1970-01-01 00:12:08:839+ server 81966-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+69675@localhost+1970-01-01 00:12:07:862+ server com.bosch.cm.vehicle_ASC_client offline: sid 0, QOS 0, is last: 1.
D+E+FDBUS+69675@localhost+1970-01-01 00:12:08:862+ CClientSocket: com.bosch.cm.vehicle shutdown but try to request address and connect again...
D+I+FDBUS+69675@Unknown+1970-01-01 00:12:08:862+ server 69675-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+450629@localhost+1970-01-01 00:12:08:862+ server com.bosch.cm.vehicle offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+45084@localhost+1970-01-01 00:12:08:862+ server com.bosch.cm.qnx.notification-center offline: sid 3, QOS 0, is last: 0.
D+I+FDBUS+385096@localhost+1970-01-01 00:12:08:862+ server date_time offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+233536@localhost+1970-01-01 00:12:08:862+ server com.bosch.cm.vehicle offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+393290@localhost+1970-01-01 00:12:08:862+ server com.bosch.cm.vehicle.securitylog offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+118836@localhost+1970-01-01 00:12:08:863+ server com.bosch.cm.vehicle_client offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+475191@localhost+1970-01-01 00:12:08:863+ server com.bosch.cm.vehicle_ESMclient offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+385092@Unknown+1970-01-01 00:12:08:865+ server 385092-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+385094@Unknown+1970-01-01 00:12:08:865+ server 385094-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+397388@Unknown+1970-01-01 00:12:08:866+ server 397388-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+430151@Unknown+1970-01-01 00:12:08:866+ server 430151-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+475202@Unknown+1970-01-01 00:12:08:866+ server 475202-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
D+I+FDBUS+380995@Unknown+1970-01-01 00:12:08:866+ server 380995-nsproxy(local) offline: sid 0, QOS 0, is last: 1.
[LCM]Unmount [/var]->[/dev/disk/uda0.1B81E7E6-F50D-419B-A739-2AEEF8DA3335.21].
D+E+FDBUS+450629@localhost+1970-01-01 00:12:08:869+ CClientSocket: com.bosch.cm.vehicle shutdown but try to request address and con
Format: Log Type - Time(microsec) - Message - Optional Info
Log Type: B - Since Boot(Power On Reset),  D - Delta,  S - Statistic
S - QC_IMAGE_VERSION_STRING=BOOT.XF.3.0-00636-SM8150AUZB-1
S - IMAGE_VARIANT_STRING=SDM855AU
S - OEM_IMAGE_VERSION_STRING=588a09483e21
S - Boot Interface: UFS
S - Secure Boot: Off
S - Boot Config @ 0x00786070 = 0x00000001
S - JTAG ID @ 0x00786130 = 0x300e90e1
S - OEM ID @ 0x00786138 = 0x00000000
S - Serial Number @ 0x00786134 = 0x23cdc1ae
S - OEM Config Row 0 @ 0x00784188 = 0x0000000000400000
S - OEM Config Row 1 @ 0x00784190 = 0x0000000000000000
S - Feature Config Row 0 @ 0x007841a0 = 0x0040200000000400
S - Feature Config Row 1 @ 0x007841a8 = 0xd8ffffffdfffffff
S - Core 0 Frequency, 1478 MHz
S - PBL Patch Ver: 15
S - PBL freq: 600 MHZ
D -      5218 - pbl_apps_init_timestamp
D -     62937 - bootable_media_detect_timestamp
D -      1110 - bl_elf_metadata_loading_timestamp
D -       583 - bl_hash_seg_auth_timestamp
D -      6619 - bl_elf_loadable_segment_loading_timestamp
D -      4912 - bl_elf_segs_hash_verify_timestamp
D -      8432 - bl_sec_hash_seg_auth_timestamp
D -       742 - bl_sec_segs_hash_verify_timestamp
D -        29 - pbl_populate_shared_data_and_exit_timestamp
S -     90582 - PBL, End
B -    107055 - SBL1, Start
B -    224937 - SBL1 BUILD @ 18:43:28 on Sep 26 2022
B -    228841 - boot_flash_init, Start
D -        30 - boot_flash_init, Delta
B -    338275 - UFS INQUIRY ID: MICRON  MT256GASAO8U21  0202
B -    341569 - UFS Boot LUN: 1
B -    360662 - Using boot chain: Primary
B -    360693 - xblconfig_init, Start
D -       884 - Auth Metadata
D -     20862 - xblconfig_init, Delta
B -    385886 - boot_config_data_table_init, Start
D -       335 - boot_config_data_table_init, Delta - (60 Bytes)
B -    400038 - CDT Version:3,Platform ID:25,Major ID:6,Minor ID:0,Subtype:8
B -    407663 - pm_device_init, Start
B -    448868 - PM: Device Init # SPMI Transn: 1931
D -     41205 - pm_device_init, Delta
B -    453626 - pm_driver_init, Start
B -    463234 - PM: Driver Init # SPMI Transn: 424
D -      6161 - pm_driver_init, Delta
B -    467900 - vsense_init, Start
D -         0 - vsense_init, Delta
B -    474763 - sbl1_ddr_set_params, Start
B -    478179 - Pre_DDR_clock_init, Start
D -       152 - Pre_DDR_clock_init, Delta
D -     11285 - sbl1_ddr_set_params, Delta
B -    489433 - clock_init, Start
D -       305 - clock_init, Delta
B -    496479 - sbl1_ddr_init, Start
D -     15799 - sbl1_ddr_init, Delta
B -    515450 - DSF version = 106.0.5, DSF SHRM version = 60.0
B -    518835 - Manufacturer ID = ff, Device Type = 7
B -    524539 - LPDDR4Y  Enabled = 3
B -    529449 - Rank 0 size = 8192 MB, Rank 1 size = 8192 MB
B -    533140 - do_ddr_training, Start
B -    541741 - Frequency = 1805 MHz
D -      4819 - do_ddr_training, Delta
B -    545340 - sbl1_dre_init, Start
D -         0 - sbl1_dre_init, Delta
B -    555618 - pImem Init Start
D -      8723 - pImem Init End, Delta
B -    564463 - Relocate Pagetable to DDR, Start
B -    568672 - Relocate Pagetable to DDR, End
B -    572393 - External heap init, Start
B -    576694 - External heap init, End
B -    580659 - Loading APDP Image
D -      3538 - Image Loaded, Delta - (0 Bytes)
B -    587491 - usb: UFS Serial - 1865d9cf
B -    591791 - usb: fedl, vbus_det_err
B -    596031 - bosch boot mode : normal
B -    599660 - bosch config data:
0x01 0x00 0x03 0x00 0x32 0x30 0x32 0x32 0x2d 0x30 0x39 0x2d 0x30 0x37 0x00 0x00
0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00

B -    631807 - bosch calibration data:
0x01 0x00 0x00 0x00 0x00 0x09 0x00 0x00 
B -    641171 - PM: SMEM Chgr Info Write Success
B -    643580 - Loading OEM_MISC Image
D -       671 - Auth Metadata
D -       275 - Segments hash check
D -     10065 - Image Loaded, Delta - (14536 Bytes)
B -    657061 - Loading QTI_MISC Image
D -      4606 - Image Loaded, Delta - (0 Bytes)
B -    671305 - PM: PM Total Mem Allocated: 2000 
B -    671335 - Loading AOP Image
D -       793 - Auth Metadata
D -      1677 - Segments hash check
D -     13512 - Image Loaded, Delta - (191384 Bytes)
B -    688171 - Loading QSEE Dev Config Image
D -       823 - Auth Metadata
D -       610 - Segments hash check
D -     11773 - Image Loaded, Delta - (59016 Bytes)
B -    703269 - Loading QSEE Image
D -      5429 - Auth Metadata
D -     20130 - Segments hash check
D -     66002 - Image Loaded, Delta - (3125849 Bytes)
B -    772717 - Loading SEC Image
D -      4758 - Image Loaded, Delta - (0 Bytes)
B -    780586 - Loading QHEE Image
D -       793 - Auth Metadata
D -       153 - Segments hash check
D -     12322 - Image Loaded, Delta - (2478844 Bytes)
B -    796324 - Loading STI Image
D -      4789 - Image Loaded, Delta - (0 Bytes)
B -    804834 - Loading APPSBL Image
D -      1006 - Auth Metadata
D -      9333 - Segments hash check
D -     20130 - Image Loaded, Delta - (1875968 Bytes)
B -    828654 - SBL1, End
D -    726113 - SBL1, Delta
S - Flash Throughput, 153000 KB/s  (7811013 Bytes,  50881 us)
S - DDR Frequency, 1804 MHz

/fragment@ddr_size/__overlay__/ddr_size node not found
/fragment@ddr_size/__overlay__/ddr_size node not found
Invalid fdt overlay magic
No matched DTBO
swdl_init:428 System banked to "A"
swdl_get_target_banked_state:446 Update is not in progress
CRM: QXA.QA.5.0.c5.3-00023-SA8155P.HYP-1 (Built 2022/02/09-08:39:35-PST)
EL2 save/restore init
Exiting bootstrap executable el2-save-restore
MMFLAGS=219
activating ringbuffer @ 0x8000b000 size 16352
All ClockCycles offsets within tolerance
Hypervisor running
g_smem_base_phy: 86000000, g_smem_size: 0
Owner for usb3.0 is Android.
boot_mode is normal
rc = 6
[qcpe_qhee_vm_config.c:278]: [tid=1] qcpe_allow_map_phys_tz_bridges: Allow range IPA_GSI, pa_start=0x98710000, pa_end= 0x98716fff
[qcpe_qhee_vm_config.c:278]: [tid=1] qcpe_allow_map_phys_tz_bridges: Allow range IPA_FW, pa_start=0x98700000, pa_end= 0x9870ffff
[qcpe_qhee_vm_config.c:278]: [tid=1] qcpe_allow_map_phys_tz_bridges: Allow range gvm_secmem, pa_start=0xc0000000, pa_end= 0xd43fffff
[qcpe_qhee_vm_config.c:278]: [tid=1] qcpe_allow_map_phys_tz_bridges: Allow range gvm_sysram5, pa_start=0xcc1400000, pa_end= 0xdbcbfffff
[qcpe_qhee_vm_config.c:278]: [tid=1] qcpe_allow_map_phys_tz_bridges: Allow range gvm_sysram4, pa_start=0xc00000000, pa_end= 0xcc13fffff
[qcpe_qhee_vm_config.c:278]: [tid=1] qcpe_allow_map_phys_tz_bridges: Allow range gvm_sysram2, pa_start=0xb0000000, pa_end= 0xb7ffffff
[qcpe_qhee_vm_config.c:278]: [tid=1] qcpe_allow_map_phys_tz_bridges: Allow range gvm_sysram1, pa_start=0x1c0000000, pa_end= 0x27fffffff
[qcpe_qhee_vm_config.c:278]: [tid=1] qcpe_allow_map_phys_tz_bridges: Allow range gvm_pmem, pa_start=0x166500000, pa_end= 0x1b78fffff
login: ### Starting INC TP layer Resource Manager ###
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:260+ server org.fdbus.name-server online: sid 0, QOS 0, is first: 1.
D+I+FDBUS+45084@Unknown+1970-01-01 00:00:01:260+ server 45084-nsproxy(local) online: sid 0, QOS 0, is first: 1.
D+I+FDBUS+45084@Unknown+1970-01-01 00:00:01:260+ CBaseClient: Server 45084-nsproxy(local), address @/tmp/fdb-ns is connected.
D+I+FDBUS+45084@+1970-01-01 00:00:01:261+ CIntraNameProxy: Server: com.bosch.cm.qnx.notification-center, address ipc://@/tmp/fdb-ipc0 is bound.
D+I+FDBUS+45084@localhost+1970-01-01 00:00:01:261+ CIntraNameProxy: status is received: msg code: 0, id: -22, reason: 
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:261+ CNameServer: Service com.bosch.cm.qnx.notification-center is registered.
### Starting INC Server V1.0(20210401)###( -o )
D+I+FDBUS+45088@Unknown+1970-01-01 00:00:01:372+ server 45088-nsproxy(local) online: sid 0, QOS 0, is first: 1.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:372+ server org.fdbus.name-server online: sid 1, QOS 0, is first: 0.
D+I+FDBUS+45088@Unknown+1970-01-01 00:00:01:372+ CBaseClient: Server 45088-nsproxy(local), address @/tmp/fdb-ns is connected.
### Starting INC Server V1.0(20210401)###( -c )
D+I+FDBUS+45089@Unknown+1970-01-01 00:00:01:375+ server 45089-nsproxy(local) online: sid 0, QOS 0, is first: 1.
D+I+FDBUS+45089@Unknown+1970-01-01 00:00:01:375+ CBaseClient: Server 45089-nsproxy(local), address @/tmp/fdb-ns is connected.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:375+ server org.fdbus.name-server online: sid 2, QOS 0, is first: 0.
D+I+FDBUS+45088@localhost+1970-01-01 00:00:01:377+ CIntraNameProxy: Server: com.bosch.cm.inc.system_state, address ipc://@/tmp/fdb-ipc1 is bound.
D+I+FDBUS+45088@localhost+1970-01-01 00:00:01:378+ CIntraNameProxy: Server: com.bosch.cm.inc.audio_control, address ipc://@/tmp/fdb-ipc2 is bound.
D+I+FDBUS+45088@localhost+1970-01-01 00:00:01:378+ CIntraNameProxy: Server: com.bosch.cm.inc.plc, address ipc://@/tmp/fdb-ipc3 is bound.
D+I+FDBUS+45088@localhost+1970-01-01 00:00:01:379+ CIntraNameProxy: Server: com.bosch.cm.inc.brightness, address ipc://@/tmp/fdb-ipc4 is bound.
D+I+FDBUS+45088@localhost+1970-01-01 00:00:01:379+ CIntraNameProxy: Server: com.bosch.cm.inc.lcm, address ipc://@/tmp/fdb-ipc5 is bound.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:380+ CNameServer: Service com.bosch.cm.inc.system_state is registered.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:380+ CNameServer: Service com.bosch.cm.inc.audio_control is registered.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:381+ CNameServer: Service com.bosch.cm.inc.plc is registered.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:381+ CNameServer: Service com.bosch.cm.inc.brightness is registered.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:381+ CNameServer: Service com.bosch.cm.inc.lcm is registered.
D+I+FDBUS+45089@localhost+1970-01-01 00:00:01:381+ CIntraNameProxy: Server: com.bosch.cm.inc.hard_keys, address ipc://@/tmp/fdb-ipc6 is bound.
D+I+FDBUS+45089@localhost+1970-01-01 00:00:01:382+ CIntraNameProxy: Server: com.bosch.cm.inc.proto_key, address ipc://@/tmp/fdb-ipc7 is bound.
D+I+FDBUS+45089@localhost+1970-01-01 00:00:01:382+ CIntraNameProxy: Server: com.bosch.cm.inc.chimes_control, address ipc://@/tmp/fdb-ipc8 is bound.
D+I+FDBUS+45089@localhost+1970-01-01 00:00:01:382+ CIntraNameProxy: Server: com.bosch.cm.inc.cluster_noretr, address ipc://@/tmp/fdb-ipc9 is bound.
D+I+FDBUS+45089@localhost+1970-01-01 00:00:01:382+ CIntraNameProxy: Server: com.bosch.cm.inc.cluster, address ipc://@/tmp/fdb-ipc10 is bound.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:382+ CNameServer: Service com.bosch.cm.inc.hard_keys is registered.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:383+ CNameServer: Service com.bosch.cm.inc.proto_key is registered.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:383+ CNameServer: Service com.bosch.cm.inc.chimes_control is registered.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:383+ CNameServer: Service com.bosch.cm.inc.cluster_noretr is registered.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:383+ CNameServer: Service com.bosch.cm.inc.cluster is registered.
audio:waitfor ChimeReady
sh: sync: cannot execute - No such file or directory
D+I+FDBUS+69675@Unknown+1970-01-01 00:00:01:577+ server 69675-nsproxy(local) online: sid 0, QOS 0, is first: 1.
D+I+FDBUS+69675@Unknown+1970-01-01 00:00:01:577+ CBaseClient: Server 69675-nsproxy(local), address @/tmp/fdb-ns is connected.
D+I+FDBUS+45083@Unknown+1970-01-01 00:00:01:577+ server org.fdbus.name-server online: sid 3, QOS 0, is first: 0.
getCreateFunction : dlopen :/usr/lib64/libASCDiagCtrlPlugin.so

getCreateFunction : loaded successfully library with name:/usr/lib64/libASCDiagCtrlPlugin.so
getCreateFunction : dlopen :/usr/lib64/libASCCommCtrlPlugin.so
audio:io-audio start amp=2 mic=2

